Lat,Lon,featureNam,pcode,featureRef,popPlaceCl,popPlace_1,admin1Name,admin1Pcod,admin0Name,admin0Pcod,date,validOn,validTo
31.39935434,35.18661324,Isfey al Tihta,PS01999999,Isfey al Tihta,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
32.37647493,35.40587734,Ibziq,PS01050490,Ibziq,0,,Tubas,PS0105,State of Palestine,PS,1/1/2004,12/18/2015,
31.62797774,35.21659712,Al Maniya,PS01452535,Al Maniya,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
32.51996701,35.22162022,Ti'innik,PS01010015,Tiinnik,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
31.35619976,34.91994971,Arab al Fureijat,PS01503405,Arab al Fureijat,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.37130548,35.10567376,Imneizil,PS01503380,Imneizil,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.37710744,35.16623004,Khirbet al Fakheit,PS01503350,Khirbet al Fakheit,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.39450863,35.13259042,Mantiqat Shi'b al Butum,PS01503310,Mantiqat Shib al Butum,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.37346373,35.13151043,Khirbet Bir al 'Idd,PS01503360,Khirbet Bir al Idd,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.43897811,35.01650991,Rabud,PS01503145,Rabud,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.41284489,35.15333467,At Tuwani,PS01503255,At Tuwani,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.93827927,35.12087969,Al Janiya,PS01301740,Al Janiya,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.92638005,35.09658356,Kafr Ni'ma,PS01301755,Kafr Nima,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.91705817,35.12177081,Deir Ibzi',PS01301780,Deir Ibzi,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.9424574,35.1072288,Ras Karkar,PS01301730,Ras Karkar,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.8970786,35.17118793,Beituniya,PS01301825,Beituniya,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.92657342,35.14963675,Ein Qiniya,PS01301770,Ein Qiniya,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.90669343,35.14264412,Ein 'Arik,PS01301800,Ein Arik,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.93824676,35.20060313,Surda,PS01301735,Surda,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.90603353,35.21370338,Al Bireh,PS01301790,Al Bireh,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.92803684,35.23987622,Beitin,PS01301765,Beitin,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.72322753,35.20054368,Al Wata,PS01999816,Al Wata,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.43072824,35.08119047,I'zeiz,PS01503190,Izeiz,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.48882169,34.95597125,Tawas,PS01502890,Tawas,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.47387764,34.95204676,Khirbet Abu Hamid,PS01502930,Khirbet Abu Hamid,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.53326752,35.28843132,Arab ar Rashayida al Barriya,PS01999849,Arab ar Rashayida al Barriya,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.4604989,35.00896159,Al 'Alaqa al Fauqa,PS01503025,Al Alaqa al Fauqa,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.4489311,35.15153181,Ar Rifa'iyya,PS01503080,Ar Rifaiyya,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.53385795,34.96303658,Al Kum,PS01502770,Al Kum,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.44346397,35.16228553,Ad Deirat,PS01503125,Ad Deirat,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.64516918,35.16649159,Umm Salamuna,PS01452480,Umm Salamuna,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.64179265,35.19343644,Al Manshiya,PS01452490,Al Manshiya,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.66356223,35.24784253,Jubbet adh Dhib,PS01452405,Jubbet adh Dhib,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.7304341,35.16336595,Al Walaja,PS01452170,Al Walaja,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.83927251,35.09456398,Kharayib Umm al Lahim,PS01401985,Kharayib Umm al Lahim,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.53449373,34.97141236,Beit Maqdum,PS01502765,Beit Maqdum,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.57549151,35.01273026,Tarqumiya,PS01502640,Tarqumiya,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.55535653,34.97278277,Idhna,PS01502685,Idhna,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.53721217,35.04983624,Taffuh,PS01502750,Taffuh,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.58039247,35.10245808,Halhul,PS01502630,Halhul,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.56581909,35.16530582,Ash Shuyukh,PS01502635,Ash Shuyukh,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.58150067,35.14685177,Sa'ir,PS01502620,Sair,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.61114836,35.22457923,Kisan,PS01452565,Kisan,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.6473185,35.06770678,Surif,PS01502450,Surif,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.66466038,35.16754171,Wadi Rahhal,PS01452400,Wadi Rahhal,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.65375056,35.16129963,Wadi an Nis,PS01452445,Wadi an Nis,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.63446398,35.18791278,Marah Rabah,PS01452500,Marah Rabah,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
32.25163984,35.06265749,Ar Ras,PS01100815,Ar Ras,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.24386661,35.06455696,Kafr Sur,PS01100845,Kafr Sur,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.22433015,35.07123154,Kafr Zibad,PS01100895,Kafr Zibad,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.2250653,35.04494103,Kafr Jammal,PS01100900,Kafr Jammal,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.2356348,35.09701201,Kur,PS01100870,Kur,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.22270053,35.08424064,Kafr 'Abbush,PS01100915,Kafr Abbush,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.22104012,35.14434677,Kafr Qaddum,PS01200925,Kafr Qaddum,0,,Qalqilya,PS0120,State of Palestine,PS,1/1/2004,12/18/2015,
32.21417191,35.17035666,Jit,PS01200945,Jit,0,,Qalqilya,PS0120,State of Palestine,PS,1/1/2004,12/18/2015,
31.65428908,35.18060181,Al Ma'sara,PS01452440,Al Masara,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.66853918,35.2184797,Jannatah (Beit Falouh),PS01452385,Jannatah (Beit Falouh),0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.70678467,35.10346054,Wadi Fukin,PS01452235,Wadi Fukin,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.68526599,35.12043551,Nahhalin,PS01452325,Nahhalin,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.70858448,35.1350835,Husan,PS01452230,Husan,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.6943266,35.16904028,Al Khadr,PS01452270,Al Khadr,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.68922942,35.18817021,Artas,PS01452300,Artas,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.69320763,35.18493936,Ad Duheisha Camp,PS01452275,Ad Duheisha Camp,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.70052709,35.1860084,Ad Doha,PS01452265,Ad Doha,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.71374937,35.18426745,Beit Jala,PS01452210,Beit Jala,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.51907238,34.97525977,Deir Samit,PS01502810,Deir Samit,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.8513542,35.11216914,Beit 'Anan,PS01401950,Beit Anan,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.83402919,35.11915045,Qatanna,PS01402015,Qatanna,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.84710605,35.15153119,Beit Ijza,PS01401965,Beit Ijza,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.83851866,35.13693775,Al Qubeiba,PS01401980,Al Qubeiba,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.83494642,35.14882207,Biddu,PS01401995,Biddu,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.82391736,35.14883077,Beit Surik,PS01402020,Beit Surik,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.85057382,35.20295039,Bir Nabala,PS01401960,Bir Nabala,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.83300251,35.18289895,An Nabi Samwil,PS01402000,An Nabi Samwil,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.83026173,35.20721789,Beit Hanina al Balad,PS01402010,Beit Hanina al Balad,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.81839394,35.17900463,Beit Iksa,PS01402025,Beit Iksa,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.83379184,35.26393318,Hizma,PS01402005,Hizma,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.94524358,35.07244967,Kharbatha Bani Harith,PS01301725,Kharbatha Bani Harith,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.96628262,35.09897437,Deir 'Ammar Camp,PS01301660,Deir Ammar Camp,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.97422567,35.11930599,Beitillu,PS01301620,Beitillu,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.95018447,35.21269249,Al Jalazun Camp,PS01301700,Al Jalazun Camp,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.97093704,35.22809226,Ein Siniya,PS01301640,Ein Siniya,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.96266263,35.21474244,Jifna,PS01301675,Jifna,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.95876676,35.22829724,Dura al Qar'a,PS01301680,Dura al Qara,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.94999812,35.18390896,Abu Qash,PS01301705,Abu Qash,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.96911854,35.19412205,Bir Zeit,PS01301635,Bir Zeit,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.9745144,35.244964,Yabrud,PS01301615,Yabrud,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.00321915,35.11410628,Deir Nidham,PS01301560,Deir Nidham,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.02788725,35.15321928,Deir as Sudan,PS01301505,Deir as Sudan,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.02246515,35.17900502,Ajjul,PS01301525,Ajjul,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.00882329,35.16525002,Umm Safa,PS01301550,Umm Safa,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.99786939,35.16007967,Jibiya,PS01301575,Jibiya,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.9881095,35.17523866,Burham,PS01301585,Burham,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.98712668,35.15749701,Kobar,PS01301600,Kobar,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.02883261,35.22730951,Jilijliya,PS01301520,Jilijliya,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.99953031,35.20368663,Atara,PS01301565,Atara,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.99908149,35.28056362,Al Mazra'a ash Sharqiya,PS01301555,Al Mazraa ash Sharqiya,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.98786621,35.31195842,Kafr Malik,PS01301590,Kafr Malik,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.45949467,35.07991014,Wadi as Sada,PS01503030,Wadi as Sada,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.49767496,35.01516058,At Tabaqa,PS01502850,At Tabaqa,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.44107404,35.01036521,Abu al 'Asja,PS01503155,Abu al Asja,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.44830889,34.97313182,Wadi al Kilab,PS01503110,Wadi al Kilab,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.43434269,34.952033,Juwai & Kafr Jul,PS01503195,Juwai & Kafr Jul,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.5669576,35.09163663,Khirbet al Hasaka,PS01502675,Khirbet al Hasaka,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.56982411,35.14820853,Qafan al Khamis,PS01502650,Qafan al Khamis,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.63824223,35.09860007,Safa,PS01502485,Safa,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
31.66243101,35.19909991,Abu Nujeim,PS01452425,Abu Nujeim,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.66195861,35.21257332,Khallet al Qaranin,PS01452395,Khallet al Qaranin,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.67414089,35.07837319,Al Jab'a,PS01452355,Al Jaba,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.71197225,35.25123633,Al Hujeila,PS01452220,Al Hujeila,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.68340758,35.22932438,Bureid'a,PS01452320,Bureida,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.69085003,35.23434326,Dhahrat an Nada,PS01452305,Dhahrat an Nada,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.70434358,35.25404276,Umm al Qasseis,PS01452250,Umm al Qasseis,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.68506702,35.26800717,Al Khushna,PS01452330,Al Khushna,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.70625897,35.26659681,Juhdum,PS01452245,Juhdum,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.69930975,35.28201208,Umm 'Asla,PS01452260,Umm Asla,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
31.74065017,35.19141113,Sharafat,PS01402150,Sharafat,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.73263852,35.23844609,Sur Bahir,PS01402155,Sur Bahir,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.74320931,35.24436929,As Sawahira al Gharbiya,PS01402135,As Sawahira al Gharbiya,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.79738631,35.23329281,Sheikh Jarrah,PS01402055,Sheikh Jarrah,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.79851594,35.24969962,Al 'Isawiya,PS01402050,Al Isawiya,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.78069012,35.23868196,Bab az Zahira,PS01402070,Bab az Zahira,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.8302218,35.22680065,Beit Hanina,PS01401990,Beit Hanina,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.81152734,35.24541592,Shu'fat Camp,PS01402030,Shufat Camp,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.81364305,35.23098082,Shu'fat,PS01402035,Shufat,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.97285331,35.09174469,Jammala,PS01301630,Jammala,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.95418621,35.15917775,Al Mazra'a al Qibliya,PS01301695,Al Mazraa al Qibliya,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.15037194,34.99849167,Izbat Jal'ud,PS01201190,Izbat Jalud,0,,Qalqilya,PS0120,State of Palestine,PS,1/1/2004,12/18/2015,
32.15831101,35.00964217,Ad Dab'a,PS01201170,Ad Daba,0,,Qalqilya,PS0120,State of Palestine,PS,1/1/2004,12/18/2015,
32.18133704,35.03437045,Izbat at Tabib,PS01201075,Izbat at Tabib,0,,Qalqilya,PS0120,State of Palestine,PS,1/1/2004,12/18/2015,
32.26853483,35.04146878,Khirbet Jubara,PS01100780,Khirbet Jubara,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.3369377,35.41723919,Al 'Aqaba,PS01050560,Al Aqaba,0,,Tubas,PS0105,State of Palestine,PS,1/1/2004,12/18/2015,
32.4325952,35.14595808,Imreiha,PS01010285,Imreiha,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.42097608,35.23126852,Bir al Basha,PS01010320,Bir al Basha,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.39271924,35.22124951,Wadi Du'oq,PS01010400,Wadi Duoq,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.41985638,35.40712198,Al Mutilla,PS01010315,Al Mutilla,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.44896786,35.08151417,Akkaba,PS01100250,Akkaba,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.45061993,35.09403161,Dhaher al 'Abed,PS01010240,Dhaher al Abed,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.47562491,35.11404228,Khirbet 'Abdallah al Yunis,PS01010105,Khirbet Abdallah al Yunis,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.4590928,35.32379296,Aba,PS01010195,Aba,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.45499047,35.33260977,Wad ad Dabi',PS01010235,Wad ad Dabi,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.48318236,35.14200766,Umm ar Rihan,PS01010085,Umm ar Rihan,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
31.56834119,35.23433404,Arab ar Rashayida,PS01452660,Arab ar Rashayida,0,,Bethlehem,PS0145,State of Palestine,PS,1/1/2004,12/18/2015,
32.38646458,35.21636138,Al Mansura,PS01010410,Al Mansura,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.47345469,35.1591859,Dhaher al Malih,PS01010115,Dhaher al Malih,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.46656425,35.16596305,Tura ash Sharqiya,PS01010150,Tura ash Sharqiya,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.26556214,35.4582457,Khirbet ar Ras al Ahmar,PS01050720,Khirbet ar Ras al Ahmar,0,,Tubas,PS0105,State of Palestine,PS,1/1/2004,12/18/2015,
32.17665004,34.99374454,Arab Abu Farda,PS01201070,Arab Abu Farda,0,,Qalqilya,PS0120,State of Palestine,PS,1/1/2004,12/18/2015,
32.17422581,34.98850488,Arab ar Ramadin al Janubi,PS01201105,Arab ar Ramadin al Janubi,0,,Qalqilya,PS0120,State of Palestine,PS,1/1/2004,12/18/2015,
31.41034888,35.13229395,Ma'in,PS01503260,Main,0,,Hebron,PS0150,State of Palestine,PS,1/1/2004,12/18/2015,
32.01559596,35.3008536,Khirbet Abu Falah,PS01301545,Khirbet Abu Falah,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.17952345,35.13083501,Jinsafut,PS01201085,Jinsafut,0,,Qalqilya,PS0120,State of Palestine,PS,1/1/2004,12/18/2015,
32.18464181,35.53799169,Marj Na'ja,PS01351045,Marj Naja,0,,Jericho,PS0135,State of Palestine,PS,1/1/2004,12/18/2015,
32.22566718,35.02332301,Falamya,PS01200905,Falamya,0,,Qalqilya,PS0120,State of Palestine,PS,1/1/2004,12/18/2015,
32.28697445,35.02408868,Far'un,PS01100735,Farun,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.27588029,35.08331957,Shufa,PS01100760,Shufa,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.26181476,35.10936455,Saffarin,PS01100795,Saffarin,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.36948925,35.07221523,Attil,PS01100480,Attil,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.35277236,35.07603908,Deir al Ghusun,PS01100530,Deir al Ghusun,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.38450207,35.05602098,Zeita,PS01100425,Zeita,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.38593511,35.12037462,Seida,PS01100440,Seida,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.37212396,35.10760906,Illar,PS01100475,Illar,0,,Tulkarm,PS0110,State of Palestine,PS,1/1/2004,12/18/2015,
32.38307504,35.1803959,Fahma,PS01010445,Fahma,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.37513365,35.15759227,Kafr Ra'i,PS01010465,Kafr Rai,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.35925843,35.17249601,Ar Rama,PS01010515,Ar Rama,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.3753649,35.23203486,Az Zawiya,PS01010460,Az Zawiya,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.35849734,35.19665907,Ajja,PS01010500,Ajja,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.3568202,35.21829582,Anza,PS01010505,Anza,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.38934239,35.20945756,Fahma al Jadida,PS01010401,Fahma al Jadida,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.38742602,35.29058503,Misliya,PS01010415,Misliya,0,,Jenin,PS0101,State of Palestine,PS,1/1/2004,12/18/2015,
32.02530804,35.44331176,Fasayil,PS01351510,Fasayil,0,,Jericho,PS0135,State of Palestine,PS,1/1/2004,12/18/2015,
32.07849488,35.04374272,Rafat,PS01251395,Rafat,0,,Salfit,PS0125,State of Palestine,PS,1/1/2004,12/18/2015,
32.0654556,35.02518063,Deir Ballut,PS01251430,Deir Ballut,0,,Salfit,PS0125,State of Palestine,PS,1/1/2004,12/18/2015,
32.03494528,35.0392476,Al Lubban al Gharbi,PS01301495,Al Lubban al Gharbi,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.07571413,35.10106454,Bruqin,PS01251400,Bruqin,0,,Salfit,PS0125,State of Palestine,PS,1/1/2004,12/18/2015,
32.06756757,35.0825273,Kafr ad Dik,PS01251425,Kafr ad Dik,0,,Salfit,PS0125,State of Palestine,PS,1/1/2004,12/18/2015,
32.04729281,35.12028554,Kafr 'Ein,PS01301470,Kafr Ein,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.03293431,35.10282607,Beit Rima (Bani Zeid),PS01301480,Beit Rima (Bani Zeid),0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.06942896,35.15405469,Farkha,PS01251415,Farkha,0,,Salfit,PS0125,State of Palestine,PS,1/1/2004,12/18/2015,
32.06246716,35.17774414,Khirbet Qeis,PS01251440,Khirbet Qeis,0,,Salfit,PS0125,State of Palestine,PS,1/1/2004,12/18/2015,
32.05428834,35.12909287,Qarawat Bani Zeid,PS01301455,Qarawat Bani Zeid,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.04890973,35.16488018,Mazari' an Nubani,PS01301460,Mazari an Nubani,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
32.03239992,35.2007589,Abwein,PS01301485,Abwein,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.8578559,35.25724539,Jaba',PS01401935,Jaba,0,,Jerusalem,PS0140,State of Palestine,PS,1/1/2004,12/18/2015,
31.88996839,35.42517798,Ein ad Duyuk al Fauqa,PS01351845,Ein ad Duyuk al Fauqa,0,,Jericho,PS0135,State of Palestine,PS,1/1/2004,12/18/2015,
31.88987185,35.44270295,An Nuwei'ma,PS01351840,An Nuweima,0,,Jericho,PS0135,State of Palestine,PS,1/1/2004,12/18/2015,
31.85914854,35.46317952,Jericho,PS01351920,Jericho,0,Admin1 Capital,Jericho,PS0135,State of Palestine,PS,1/1/2004,12/18/2015,
31.93596167,35.00411116,Al Midya,PS01301745,Al Midya,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
31.92856518,35.07156427,Bil'in,PS01301760,Bilin,0,,Ramallah,PS0130,State of Palestine,PS,1/1/2004,12/18/2015,
