timestamp,temperature[degC],humidity[%],pm[ug/m^3],pm[V],latitude[deg],longitude[deg],altitude[deg]
11/28/2016 03:22:51,17.82,26.41,4.36,0.58655,---,---,---
11/28/2016 03:23:51,17.83,26.76,6.15,0.77332,---,---,---
11/28/2016 03:24:51,17.83,26.63,4.71,0.69946,---,---,---
11/28/2016 03:25:51,17.82,26.79,5.59,0.54626,---,---,---
11/28/2016 03:26:51,17.84,27.15,4.75,0.71106,---,---,---
11/28/2016 03:27:51,17.85,27.03,5,0.63354,---,---,---
11/28/2016 03:28:51,17.85,26.87,4.63,0.47668,---,---,---
11/28/2016 03:29:51,17.85,26.13,2.26,0.24353,---,---,---
11/28/2016 03:30:51,17.85,26.41,2.46,0.54749,---,---,---
11/28/2016 03:31:51,17.84,26.21,2.68,0.37598,---,---,---
11/28/2016 03:32:51,17.88,27.5,5.32,0.74768,---,---,---
11/28/2016 03:33:51,17.88,26.48,4.38,0.52124,---,---,---
11/28/2016 03:34:51,17.88,27.22,5.29,0.64453,---,---,---
11/28/2016 03:35:51,17.87,27.46,6.08,0.42786,---,---,---
11/28/2016 03:36:51,17.84,26.96,6.15,0.49011,---,---,---
11/28/2016 03:37:51,17.83,27.66,5.13,0.52185,---,---,---
11/28/2016 03:38:51,17.82,27.89,4.64,0.44556,---,---,---
11/28/2016 03:39:51,17.82,27.73,3.61,0.63171,---,---,---
11/28/2016 03:40:51,17.82,27.82,5.73,0.95764,---,---,---
11/28/2016 03:41:51,17.84,26.99,5.76,0.40527,---,---,---
11/28/2016 03:42:51,17.85,27.7,5.86,0.65186,---,---,---
11/28/2016 03:43:51,17.85,27.22,7.35,0.58838,---,---,---
11/28/2016 03:44:51,17.84,27.34,3.9,0.3894,---,---,---
11/28/2016 03:45:51,17.83,27.73,5.39,0.77698,---,---,---
11/28/2016 03:46:51,17.81,27.31,5.51,0.578,---,---,---
11/28/2016 03:47:51,17.81,27.33,4.08,0.58533,---,---,---
11/28/2016 03:48:51,17.81,26.96,6.3,0.53284,---,---,---
11/28/2016 03:49:51,17.81,26.67,4.45,0.41931,---,---,---
11/28/2016 03:50:51,17.81,27.54,5.77,0.72144,---,---,---
11/28/2016 03:51:51,17.82,26.96,5.25,0.32104,---,---,---
11/28/2016 03:52:51,17.83,26.87,4.6,0.625,---,---,---
11/28/2016 03:53:51,17.83,27.54,6.15,0.74829,---,---,---
11/28/2016 03:54:51,17.84,27.46,6.41,0.53406,---,---,---
11/28/2016 03:55:51,17.83,27.42,4.16,0.41504,---,---,---
11/28/2016 03:56:51,17.84,28.05,5.08,0.75378,---,---,---
11/28/2016 03:57:51,17.82,26.6,6.81,0.6134,---,---,---
11/28/2016 03:58:51,17.81,27.5,7.11,0.7428,---,---,---
11/28/2016 03:59:51,17.8,27.41,6.04,0.57068,---,---,---
11/28/2016 04:00:51,17.79,27.18,6.2,0.62988,---,---,---
11/28/2016 04:01:51,17.78,27.14,5.52,0.3125,---,---,---
11/28/2016 04:02:51,17.78,26.74,4.52,0.50964,---,---,---
11/28/2016 04:03:51,17.79,27.29,4.13,0.495,---,---,---
11/28/2016 04:04:51,17.81,27.38,5.82,0.8075,---,---,---
11/28/2016 04:05:51,17.8,27.73,7.15,0.4248,---,---,---
11/28/2016 04:06:51,17.8,28.08,4.21,0.57922,---,---,---
11/28/2016 04:07:51,17.79,27.33,5.27,0.59448,---,---,---
11/28/2016 04:08:51,17.77,27.64,4.82,0.33691,---,---,---
11/28/2016 04:09:51,17.77,27.41,4.47,0.45654,---,---,---
11/28/2016 04:10:51,17.76,27.1,3.04,0.448,---,---,---
11/28/2016 04:11:51,17.78,27.41,4.02,0.44861,---,---,---
11/28/2016 04:12:51,17.78,27.05,5.64,0.81421,---,---,---
11/28/2016 04:13:51,17.77,27.64,6.2,0.65063,---,---,---
11/28/2016 04:14:51,17.79,27.37,5.87,0.7251,---,---,---
11/28/2016 04:15:51,17.79,27.84,4.81,0.65308,---,---,---
11/28/2016 04:16:51,17.77,26.94,6.62,0.7959,---,---,---
11/28/2016 04:17:51,17.77,27.73,4.2,0.38574,---,---,---
11/28/2016 04:18:51,17.78,27.29,4.25,0.7135,---,---,---
11/28/2016 04:19:51,17.77,27.37,4.73,0.53711,---,---,---
11/28/2016 04:20:51,17.77,26.74,4.93,0.31738,---,---,---
11/28/2016 04:21:51,17.77,26.79,4.2,0.6073,---,---,---
11/28/2016 04:22:51,17.77,26.86,4.86,0.43335,---,---,---
11/28/2016 04:23:51,17.77,27.76,6.09,0.73059,---,---,---
11/28/2016 04:24:51,17.75,26.74,5.85,0.36743,---,---,---
11/28/2016 04:25:51,17.75,27.29,5.33,0.60608,---,---,---
11/28/2016 04:26:51,17.74,27.02,5.4,0.3833,---,---,---
11/28/2016 04:27:51,17.74,27.6,4.14,0.625,---,---,---
11/28/2016 04:28:51,17.74,27.8,5.9,0.53223,---,---,---
11/28/2016 04:29:51,17.73,27.68,4.36,0.37109,---,---,---
11/28/2016 04:30:51,17.73,27.21,3.7,0.50781,---,---,---
11/28/2016 04:31:51,17.73,28.31,4.53,0.57068,---,---,---
11/28/2016 04:32:51,17.75,26.98,5.86,0.44495,---,---,---
11/28/2016 04:33:51,17.76,27.29,5.06,0.52551,---,---,---
11/28/2016 04:34:51,17.75,27.95,5.01,0.80322,---,---,---
11/28/2016 04:35:51,17.75,27.88,6.1,0.56763,---,---,---
11/28/2016 04:36:51,17.74,26.74,4.68,0.69519,---,---,---
11/28/2016 04:37:51,17.74,28.35,5.87,0.72327,---,---,---
11/28/2016 04:38:51,17.75,28.54,6.41,0.70496,---,---,---
11/28/2016 04:39:51,17.75,27.88,5.45,0.78918,---,---,---
11/28/2016 04:40:51,17.76,28.59,5.21,0.49927,---,---,---
11/28/2016 04:41:51,17.77,27.21,4.86,0.6073,---,---,---
11/28/2016 04:42:51,17.76,26.86,3.97,0.41809,---,---,---
11/28/2016 04:43:51,17.75,28.47,4.98,0.85754,---,---,---
11/28/2016 04:44:51,17.75,28.59,5.19,0.54688,---,---,---
11/28/2016 04:45:51,17.74,29.05,5.9,0.57556,---,---,---
11/28/2016 04:46:51,17.72,28.23,6.25,0.80444,---,---,---
11/28/2016 04:47:51,17.7,28.66,6.66,0.42969,---,---,---
11/28/2016 04:48:51,17.7,27.76,3.58,0.38574,---,---,---
11/28/2016 04:49:51,17.72,28.23,4.03,0.70862,---,---,---
11/28/2016 04:50:51,17.73,28.28,5.98,0.89417,---,---,---
11/28/2016 04:51:51,17.73,28.43,4.78,0.32166,---,---,---
11/28/2016 04:52:51,17.73,28.74,3.49,0.47791,---,---,---
11/28/2016 04:53:51,17.74,28.59,6.38,0.54199,---,---,---
11/28/2016 04:54:51,17.74,27.49,4.8,0.6012,---,---,---
11/28/2016 04:55:51,17.74,28.54,6.35,0.64392,---,---,---
11/28/2016 04:56:51,17.74,27.33,5.78,0.43457,---,---,---
11/28/2016 04:57:51,17.74,28.35,5.05,0.70557,---,---,---
11/28/2016 04:58:51,17.75,29.21,5.58,0.47485,---,---,---
11/28/2016 04:59:51,17.75,28.63,4.4,0.67444,---,---,---
11/28/2016 05:00:51,17.75,28.85,4.4,0.53284,---,---,---
11/28/2016 05:01:51,17.77,29.05,4.55,0.52612,---,---,---
11/28/2016 05:02:51,17.77,28.28,3.11,0.2478,---,---,---
11/28/2016 05:03:51,17.78,29.05,3.94,0.62622,---,---,---
11/28/2016 05:04:51,17.76,27.14,5.6,0.53223,---,---,---
11/28/2016 05:05:51,17.75,28.94,4.84,0.86609,---,---,---
11/28/2016 05:06:51,17.75,28.59,6.34,0.64514,---,---,---
11/28/2016 05:07:51,17.74,28.47,4.87,0.65674,---,---,---
11/28/2016 05:08:51,17.73,28.15,4.87,0.53406,---,---,---
11/28/2016 05:09:51,17.72,28.23,4.52,0.81604,---,---,---
11/28/2016 05:10:51,17.7,28.82,5.12,0.52551,---,---,---
11/28/2016 05:11:51,17.73,28.43,4.77,0.44678,---,---,---
11/28/2016 05:12:51,17.73,29.88,6.17,0.46265,---,---,---
11/28/2016 05:13:51,17.74,27.95,5.65,0.57739,---,---,---
11/28/2016 05:14:51,17.73,29.17,6.6,0.68359,---,---,---
11/28/2016 05:15:51,17.74,29.29,5.34,0.49988,---,---,---
11/28/2016 05:16:51,17.75,29.53,5.32,0.69824,---,---,---
11/28/2016 05:17:51,17.74,28.19,6.15,0.69336,---,---,---
11/28/2016 05:18:51,17.73,29.72,4.42,0.44434,---,---,---
11/28/2016 05:19:51,17.72,28.04,4.97,0.672,---,---,---
11/28/2016 05:20:51,17.72,29.6,6.27,0.76233,---,---,---
11/28/2016 05:21:51,17.7,29.84,6.03,0.77637,---,---,---
11/28/2016 05:22:51,17.68,29.02,5.06,0.52551,---,---,---
11/28/2016 05:23:51,17.67,30.15,3.91,0.26489,---,---,---
11/28/2016 05:24:51,17.66,28.98,3.71,0.59021,---,---,---
11/28/2016 05:25:51,17.65,30.74,5.71,0.72266,---,---,---
11/28/2016 05:26:51,17.67,30.46,7.63,0.82153,---,---,---
11/28/2016 05:27:51,17.68,30.43,7.96,0.83618,---,---,---
11/28/2016 05:28:51,17.68,30.3,9.03,0.57251,---,---,---
11/28/2016 05:29:51,17.66,28.82,5.54,0.70496,---,---,---
11/28/2016 05:30:51,17.65,28.98,5.83,0.50049,---,---,---
11/28/2016 05:31:51,17.65,30.89,5.33,0.53223,---,---,---
11/28/2016 05:32:51,17.65,30.89,5.47,0.63599,---,---,---
11/28/2016 05:33:51,17.65,31.29,4.96,0.625,---,---,---
11/28/2016 05:34:51,17.65,30.15,5.3,0.44983,---,---,---
11/28/2016 05:35:51,17.65,30.82,6.05,0.63477,---,---,---
11/28/2016 05:36:51,17.64,31.8,8.29,0.56458,---,---,---
11/28/2016 05:37:51,17.62,31.66,6.53,0.59082,---,---,---
11/28/2016 05:38:51,17.61,32.17,5.84,0.85388,---,---,---
11/28/2016 05:39:51,17.61,30.69,5.64,0.41992,---,---,---
11/28/2016 05:40:51,17.6,30.77,3.86,0.5011,---,---,---
11/28/2016 05:41:51,17.61,31.55,5.5,0.67505,---,---,---
11/28/2016 05:42:52,17.6,29.63,5.73,0.55969,---,---,---
11/28/2016 05:43:52,17.6,31.51,5.06,0.67871,---,---,---
11/28/2016 05:44:52,17.62,31.98,6.39,0.75317,---,---,---
11/28/2016 05:45:51,17.6,29.71,6.52,0.7373,---,---,---
11/28/2016 05:46:52,17.6,31.51,6.22,1.0907,---,---,---
11/28/2016 05:47:52,17.6,31.24,8.78,0.8551,---,---,---
11/28/2016 05:48:52,17.6,32.52,6.29,0.85205,---,---,---
11/28/2016 05:49:52,17.59,30.92,5.39,0.58594,---,---,---
11/28/2016 05:50:52,17.59,31.78,4.25,0.60913,---,---,---
11/28/2016 05:51:52,17.58,32.65,8.44,0.82886,---,---,---
11/28/2016 05:52:52,17.56,32.96,5.57,0.52246,---,---,---
11/28/2016 05:53:52,17.56,31.62,5.67,0.85083,---,---,---
11/28/2016 05:54:52,17.58,32.45,7.63,0.43945,---,---,---
11/28/2016 05:55:52,17.58,31.2,7.71,0.65979,---,---,---
11/28/2016 05:56:52,17.59,32.76,7.23,0.60181,---,---,---
11/28/2016 05:57:52,17.58,31.2,6.04,0.44128,---,---,---
11/28/2016 05:58:52,17.55,32.17,5.62,0.85266,---,---,---
11/28/2016 05:59:52,17.53,30.69,7.25,0.48035,---,---,---
11/28/2016 06:00:52,17.53,31.51,5.33,0.85449,---,---,---
11/28/2016 06:01:52,17.52,32.06,8.61,0.70251,---,---,---
11/28/2016 06:02:52,17.5,31.78,5.4,0.45288,---,---,---
11/28/2016 06:03:52,17.51,32.17,4.35,0.57373,---,---,---
11/28/2016 06:04:52,17.52,31.9,4.55,0.73425,---,---,---
11/28/2016 06:05:52,17.51,31.47,4.76,0.34851,---,---,---
11/28/2016 06:06:52,17.51,31.59,4.15,0.58167,---,---,---
11/28/2016 06:07:52,17.51,30.53,4.53,0.50049,---,---,---
11/28/2016 06:08:52,17.51,31.75,5.13,0.63049,---,---,---
11/28/2016 06:09:52,17.51,31.43,6.52,0.73059,---,---,---
11/28/2016 06:10:52,17.51,31.75,7.57,0.90637,---,---,---
11/28/2016 06:11:52,17.51,31.27,6.07,0.6134,---,---,---
11/28/2016 06:12:52,17.51,30.77,7.66,0.625,---,---,---
11/28/2016 06:13:52,17.5,30.65,7.51,0.64941,---,---,---
11/28/2016 06:14:52,17.51,31.35,6.2,0.50293,---,---,---
11/28/2016 06:15:52,17.51,31.24,6.63,0.65491,---,---,---
11/28/2016 06:16:52,17.5,31.98,7.1,0.60608,---,---,---
11/28/2016 06:17:52,17.49,30.06,5.1,0.56641,---,---,---
11/28/2016 06:18:52,17.48,31.59,5.39,0.50781,---,---,---
11/28/2016 06:19:52,17.47,31.9,6.98,0.97656,---,---,---
11/28/2016 06:20:52,17.46,31.57,6.78,0.61157,---,---,---
11/28/2016 06:21:52,17.45,32.28,7.74,0.81787,---,---,---
11/28/2016 06:22:52,17.46,32.43,6.31,0.65552,---,---,---
11/28/2016 06:23:52,17.47,32.33,4.97,0.7074,---,---,---
11/28/2016 06:24:52,17.47,32.1,6.81,0.67017,---,---,---
11/28/2016 06:25:52,17.45,31.57,5.75,0.77637,---,---,---
11/28/2016 06:26:52,17.45,32.56,6.19,0.62927,---,---,---
11/28/2016 06:27:52,17.46,32.01,5.94,0.39246,---,---,---
11/28/2016 06:28:52,17.45,31.97,6.04,0.60181,---,---,---
11/28/2016 06:29:52,17.45,32.39,6.54,0.45532,---,---,---
11/28/2016 06:30:52,17.45,33.02,5.47,0.42969,---,---,---
11/28/2016 06:31:52,17.46,32.82,7.54,0.94604,---,---,---
11/28/2016 06:32:52,17.48,32.41,9.22,0.70557,---,---,---
11/28/2016 06:33:52,17.49,31.94,8.69,0.68481,---,---,---
11/28/2016 06:34:52,17.51,33.33,6.5,0.67017,---,---,---
11/28/2016 06:35:52,17.51,32.33,6.73,0.61523,---,---,---
11/28/2016 06:36:52,17.52,32.92,7.41,0.75012,---,---,---
11/28/2016 06:37:52,17.53,32.84,5.06,0.38391,---,---,---
11/28/2016 06:38:52,17.53,31.78,5.81,0.83618,---,---,---
11/28/2016 06:39:52,17.52,32.68,7.48,0.91187,---,---,---
11/28/2016 06:40:52,17.51,32.92,7.03,0.73181,---,---,---
11/28/2016 06:41:52,17.5,32.37,6.46,0.72571,---,---,---
11/28/2016 06:42:52,17.49,32.52,7.11,0.50964,---,---,---
11/28/2016 06:43:52,17.5,33.39,8.24,0.87524,---,---,---
11/28/2016 06:44:52,17.49,33.62,7.94,0.69214,---,---,---
11/28/2016 06:45:52,17.47,32.8,6.98,0.62012,---,---,---
11/28/2016 06:46:52,17.46,33.74,7.14,0.50293,---,---,---
11/28/2016 06:47:52,17.44,33.94,6.6,0.62012,---,---,---
11/28/2016 06:48:52,17.44,33.84,8.14,0.9845,---,---,---
11/28/2016 06:49:52,17.45,33.74,11.11,0.88806,---,---,---
11/28/2016 06:50:52,17.44,33.51,9.04,0.7428,---,---,---
11/28/2016 06:51:52,17.43,33.78,6.76,0.50354,---,---,---
11/28/2016 06:52:52,17.41,33.68,6.52,0.79041,---,---,---
11/28/2016 06:53:52,17.44,33.12,4.83,0.75745,---,---,---
11/28/2016 06:54:52,17.45,32.94,6.3,0.65735,---,---,---
11/28/2016 06:55:52,17.46,34.62,9.07,0.9375,---,---,---
11/28/2016 06:56:52,17.45,34.52,11.04,0.75012,---,---,---
11/28/2016 06:57:52,17.44,34.65,8.42,0.73486,---,---,---
11/28/2016 06:58:52,17.44,33.88,7.7,0.68298,---,---,---
11/28/2016 06:59:52,17.45,34.69,6.92,0.74402,---,---,---
11/28/2016 07:00:52,17.47,34.16,7.41,0.81177,---,---,---
11/28/2016 07:01:52,17.47,34.16,6.31,0.67627,---,---,---
11/28/2016 07:02:52,17.47,34.31,7.3,0.74219,---,---,---
11/28/2016 07:03:52,17.47,34.08,9.47,0.94543,---,---,---
11/28/2016 07:04:52,17.47,34.12,8.45,0.97046,---,---,---
11/28/2016 07:05:52,17.49,34.44,7.23,0.5249,---,---,---
11/28/2016 07:06:52,17.51,34.38,6.49,0.69458,---,---,---
11/28/2016 07:07:52,17.51,34.67,8.33,1.12122,---,---,---
11/28/2016 07:08:52,17.52,34.64,10.88,0.66162,---,---,---
11/28/2016 07:09:52,17.52,34.77,6.16,0.79407,---,---,---
11/28/2016 07:10:52,17.51,34.64,6.6,0.60181,---,---,---
11/28/2016 07:11:52,17.52,34.8,7.6,0.64331,---,---,---
11/28/2016 07:12:52,17.54,34.87,6.25,0.59631,---,---,---
11/28/2016 07:13:52,17.55,33.72,6.66,0.57739,---,---,---
11/28/2016 07:14:52,17.56,33.66,5.07,0.44861,---,---,---
11/28/2016 07:15:52,17.58,33.75,5.75,0.69946,---,---,---
11/28/2016 07:16:52,17.59,34.41,7.29,0.7074,---,---,---
11/28/2016 07:17:52,17.6,33.75,9.77,0.83252,---,---,---
11/28/2016 07:18:52,17.61,33.46,6.38,0.7605,---,---,---
11/28/2016 07:19:52,17.64,33.95,6.89,0.73181,---,---,---
11/28/2016 07:20:52,17.64,33.1,7.61,0.7312,---,---,---
11/28/2016 07:21:52,17.64,34,8.29,0.78796,---,---,---
11/28/2016 07:22:52,17.65,33.94,6.92,0.80566,---,---,---
11/28/2016 07:23:52,17.65,33.64,6.28,0.86487,---,---,---
11/28/2016 07:24:52,17.65,34.13,7.1,0.77148,---,---,---
11/28/2016 07:25:52,17.65,34.36,7.3,0.56763,---,---,---
11/28/2016 07:26:52,17.65,34.33,6.45,0.81604,---,---,---
11/28/2016 07:27:52,17.65,33.8,9.55,0.87769,---,---,---
11/28/2016 07:28:52,17.65,33.25,6.75,0.87402,---,---,---
11/28/2016 07:29:52,17.68,33.44,6.86,0.84045,---,---,---
11/28/2016 07:30:52,17.69,32.85,6.99,0.82153,---,---,---
11/28/2016 07:31:52,17.7,33.71,9.17,0.74707,---,---,---
11/28/2016 07:32:52,17.69,33.61,7.54,0.99304,---,---,---
11/28/2016 07:33:52,17.69,33.21,7.7,0.6134,---,---,---
11/28/2016 07:34:52,17.72,33.94,6.01,0.59937,---,---,---
11/28/2016 07:35:52,17.74,33.58,7.05,0.74219,---,---,---
11/28/2016 07:36:52,17.74,33.28,7.13,0.68115,---,---,---
11/28/2016 07:37:52,17.73,33.71,7.2,0.75378,---,---,---
11/28/2016 07:38:52,17.73,34.23,7.2,0.60913,---,---,---
11/28/2016 07:39:52,17.73,33.51,7.71,0.69092,---,---,---
11/28/2016 07:40:54,17.73,33.18,7.46,0.76965,---,---,---
11/28/2016 07:41:52,17.75,34.13,8.41,0.82886,---,---,---
11/28/2016 07:42:52,17.77,33.12,7.74,0.65918,---,---,---
11/28/2016 07:43:52,17.79,33.08,5.68,0.48889,---,---,---
11/28/2016 07:44:52,17.81,33.59,7.64,0.71594,---,---,---
11/28/2016 07:45:52,17.82,32.99,6.43,0.54871,---,---,---
11/28/2016 07:46:52,17.84,33.17,5.76,0.53467,---,---,---
11/28/2016 07:47:52,17.87,33.49,7.86,0.75378,---,---,---
11/28/2016 07:48:52,17.88,33.55,6.9,0.77576,---,---,---
11/28/2016 07:49:52,17.87,33.75,5.68,0.53772,---,---,---
11/28/2016 07:50:52,17.87,33.78,5.28,0.5835,---,---,---
11/28/2016 07:51:52,17.87,33.55,6.9,0.90515,---,---,---
11/28/2016 07:52:52,17.87,33.81,6.78,0.65063,---,---,---
11/28/2016 07:53:52,17.85,32.91,6.29,0.4071,---,---,---
11/28/2016 07:54:52,17.87,32.52,5.42,0.73242,---,---,---
11/28/2016 07:55:52,17.87,33.17,6.89,0.79041,---,---,---
